No,자료유형,등록번호,자료명,저자,출판사,출판년도,청구기호,자료상태,소장처
3177,단행본,0000020535,도서관에 간 사자,미셸 누드슨 지음; 홍연미 옮김; 케빈 호크스 그림,웅진주니어,2007,843 누27ㄷ c.17,대출가능,입실초등학교
3178,단행본,0000020534,도서관에 간 사자,미셸 누드슨 지음; 홍연미 옮김; 케빈 호크스 그림,웅진주니어,2007,843 누27ㄷ c.16,대출가능,입실초등학교
3179,단행본,0000020533,도서관에 간 사자,미셸 누드슨 지음; 홍연미 옮김; 케빈 호크스 그림,웅진주니어,2007,843 누27ㄷ c.15,대출가능,입실초등학교
3180,단행본,0000020532,도서관에 간 사자,미셸 누드슨 지음; 홍연미 옮김; 케빈 호크스 그림,웅진주니어,2007,843 누27ㄷ c.14,대출가능,입실초등학교
3181,단행본,0000020531,도서관에 간 사자,미셸 누드슨 지음; 홍연미 옮김; 케빈 호크스 그림,웅진주니어,2007,843 누27ㄷ c.13,대출가능,입실초등학교
3182,단행본,0000020530,도서관에 간 사자,미셸 누드슨 지음; 홍연미 옮김; 케빈 호크스 그림,웅진주니어,2007,843 누27ㄷ c.12,대출가능,입실초등학교
3183,단행본,0000020529,도서관에 간 사자,미셸 누드슨 지음; 홍연미 옮김; 케빈 호크스 그림,웅진주니어,2007,843 누27ㄷ c.11,대출가능,입실초등학교
3184,단행본,0000020528,도서관에 간 사자,미셸 누드슨 지음; 홍연미 옮김; 케빈 호크스 그림,웅진주니어,2007,843 누27ㄷ c.10,대출가능,입실초등학교
3185,단행본,0000020527,도서관에 간 사자,미셸 누드슨 지음; 홍연미 옮김; 케빈 호크스 그림,웅진주니어,2007,843 누27ㄷ c.9,대출가능,입실초등학교
3186,단행본,0000020526,도서관에 간 사자,미셸 누드슨 지음; 홍연미 옮김; 케빈 호크스 그림,웅진주니어,2007,843 누27ㄷ c.8,대출가능,입실초등학교
3187,단행본,0000020525,도서관에 간 사자,미셸 누드슨 지음; 홍연미 옮김; 케빈 호크스 그림,웅진주니어,2007,843 누27ㄷ c.7,대출가능,입실초등학교
3188,단행본,0000020524,도서관에 간 사자,미셸 누드슨 지음; 홍연미 옮김; 케빈 호크스 그림,웅진주니어,2007,843 누27ㄷ c.6,대출가능,입실초등학교
3189,단행본,0000020523,힙합 독수리,박주혜 글;유설화 그림,비룡소,2019,813.8 박76ㅎ,대출가능,입실초등학교
3190,단행본,0000020522,호호 아줌마의 나들이,알프 프로이센 글;비에른 베리 그림;홍연미 옮김,비룡소,2001,859.82 프295ㅎ,대출가능,입실초등학교
3191,단행본,0000020521,호호 아줌마가 작아지는 비밀,알프 프로이센 글;비에른 베리 그림;홍연미 옮김,비룡소,2001,859.82 프295ㅎ,대출가능,입실초등학교
3192,단행본,0000020520,할아버지는 수레를 타고,구드룬 파우제방 글;잉게 쉬타이네케 그림;햇살과나무꾼,비룡소,2011,853 파66ㅎ,대출가능,입실초등학교
3193,단행본,0000020519,할아버지 나무,다니엘 포세트 글;클레르 르그랑 그림;최윤정 옮김,비룡소,2011,863 포54ㅎ,대출가능,입실초등학교
3194,단행본,0000020518,한밤중 달빛 식당,이분희 글;윤태규 그림,비룡소,2018,813.8 이46ㅎ c.3,대출가능,입실초등학교
3195,단행본,0000020517,폭죽 하계회,베아트리스 루에 글;로지 그림;최윤정 옮김,비룡소,2011,863 루64ㅍ,대출가능,입실초등학교
3196,단행본,0000020516,파스칼의 실수,플로랑스 세이보스 지음,비룡소,2011,863 세68ㅍ c.3,대출가능,입실초등학교
3197,단행본,0000020515,킬러 고양이의 일기,앤 파인 지음;베로니크 데스 그림;햇살과나무꾼 옮김,비룡소,2010,843 파68ㅋ,대출가능,입실초등학교
3198,단행본,0000020514,"콩쥐 짝꿍, 팥쥐 짝꿍",오채 글;윤봉선 그림,비룡소,2009,813.8 오82ㅋ,대출가능,입실초등학교
3199,단행본,0000020513,캡슐 마녀의 수리수리 약국,김소민 글;소윤경 그림,비룡소,2012,813.8 김55ㅋ,대출가능,입실초등학교
3200,단행본,0000020512,칠판에 딱 붙은 아이들,최은옥 글;서현 그림,비룡소,2015,813.8 최67ㅊ c.3,대출가능,입실초등학교
3201,단행본,0000020511,칠판 앞에 나가기 싫어,다니엘 포세트 글;베로니크 보아리 그림;최윤정 옮김,비룡소,2022,863 포54ㅊ,대출가능,입실초등학교
3202,단행본,0000020510,축구왕 차공만,성완 글;윤지회 그림,비룡소,2014,813.8 성65ㅊ,대출가능,입실초등학교
3203,단행본,0000020509,책 읽는 강아지 몽몽,최은옥 지음;신지수 그림,비룡소,2014,813.8 최67ㅊ c.2,대출가능,입실초등학교
3204,단행본,0000020508,쥐똥 선물,김리리 글;김이랑 그림,비룡소,2008,813.8 김298ㅈ,대출가능,입실초등학교
3205,단행본,0000020507,조선에서 가장 재미난 이야기꾼,김기정 글;김대균 그림,비룡소,2017,813.8 김18ㅈ c.3,대출가능,입실초등학교
3206,단행본,0000020506,정직맨과 고자질맨,김해우 글;곽성화 그림,비룡소,2012,813.8 김93ㅈ,대출가능,입실초등학교
3207,단행본,0000020505,(정마로의 정말)억울한 사연,강정연 글;이민혜 그림,비룡소,2010,813.8 강74ㅇ,대출가능,입실초등학교
3208,단행본,0000020504,(재판정에 선)비둘기와 풀빵 할머니,강무지 글;양정아 그림,비룡소,2009,813.8 강36ㅂ,대출가능,입실초등학교
3209,단행본,0000020503,재미나면 안 잡아먹지,강정연 글;김정한 그림,비룡소,2010,813.8 강74ㅈ,대출가능,입실초등학교
3210,단행본,0000020502,장군이네 떡집,김리리 글;이승현 그림,비룡소,2020,813.8 김298ㅈ c.3,대출가능,입실초등학교
3211,단행본,0000020501,이제 너랑 절교야,베아트리스 루에 글;로지 그림;최윤정 옮김,비룡소,2022,863 루64ㅇ,대출가능,입실초등학교
3212,단행본,0000020500,"으앙, 오줌 쌌다",김선희 글;윤정주 그림,비룡소,2011,813.8 김54ㅇ,대출가능,입실초등학교
3213,단행본,0000020499,우리 엄마한테 이를 거야,베아트리스 루에 글;로지 그림;최윤정 옮김,비룡소,2021,863 루64ㅇ,대출가능,입실초등학교
3214,단행본,0000020498,우리 아빠가 제일 세다,베아트리스 루에 글;로지 그림;최윤정 옮김,비룡소,2011,863 루64ㅇ,대출가능,입실초등학교
3215,단행본,0000020497,오늘 떠든 사람 누구야?,윤해연 글;김진화 그림,비룡소,2014,813.8 윤93ㅇ,대출가능,입실초등학교
3216,단행본,0000020496,영리한 공주,다이애나 콜즈 글;로스 아스키스 그림;공경희 옮김,비룡소,2010,843 콜77ㅇ,대출가능,입실초등학교
3217,단행본,0000020495,엘머의 모험. 3: 푸른 나라의 용,루스 스타일스 개니트 글;루스 크리스만 개니트 그림;곽영미 옮김,비룡소,2001,843 개198ㅇ v.3,대출가능,입실초등학교
3218,단행본,0000020494,엘머의 모험. 2: 엘머와 아기용,루스 스타일스 개니트 글;루스 크리스만 개니트 그림;곽영미 옮김,비룡소,2011,843 개198ㅇ v.2,대출가능,입실초등학교
3219,단행본,0000020493,엘머의 모험. 1: 동물 섬에 간 엘머,루스 스타일스 개니트 글;루스 크리스만 개니트 그림;곽영미 옮김,비룡소,2011,843 개198ㅇ v.1,대출가능,입실초등학교
3220,단행본,0000020492,엉뚱이 소피의 못 말리는 패션,수지 모건스턴 글·그림;최윤정 옮김,비룡소,1997,863 모14ㅇ,대출가능,입실초등학교
3221,단행본,0000020491,"어디, 뚱보 맛 좀 볼래?",모카 글;아나이스 보즐라드 그림;최윤정 옮김,비룡소,2011,863 모872ㅇ c.2,대출가능,입실초등학교
3222,단행본,0000020490,어느 할머니 이야기,수지 모건스턴 글;세르주 블로흐 그림;최윤정 옮김,비룡소,2009,863 모14ㅇ,대출가능,입실초등학교
3223,단행본,0000020489,양순이네 떡집,김리리 글;김이랑 그림,비룡소,2021,813.8 김298ㅇ,대출가능,입실초등학교
3224,단행본,0000020488,숲은 어떻게 만들어지는가?,윌리엄 재스퍼슨 지음,비룡소,2000,843 재57ㅅ c.5,대출가능,입실초등학교
3225,단행본,0000020487,수학은 너무 어려워,베아트리스 루에 글;로지 그림;최윤정 옮김,비룡소,2022,863 루64ㅅ,대출가능,입실초등학교
3226,단행본,0000020486,수영장 사건,베아트리스 루에 글;로지 그림;최윤정 옮김,비룡소,2022,863 루64ㅅ,대출가능,입실초등학교
3227,단행본,0000020485,소원 떡집,김리리 글;이승현 그림,비룡소,2020,813.8 김298ㅅ c.3,대출가능,입실초등학교
3228,단행본,0000020484,선생님하고 결혼할 거야,다니엘 포세트 글;장 프랑수아 뒤몽 그림;최윤정 옮김,비룡소,2011,863 포54ㅅ,대출가능,입실초등학교
3229,단행본,0000020483,"뿔, 뿔, 두꺼비 뿔",김진경 글;홍미현 그림,비룡소,2012,813.8 김78ㅃ,대출가능,입실초등학교
3230,단행본,0000020482,빙하기라도 괜찮아,이현 글;김령언 그림,비룡소,2016,813.8 이94ㅂ,대출가능,입실초등학교
3231,단행본,0000020481,분홍 원피스를 입은 소년,앤 파인 글;필리페 뒤파스퀴어 그림;노은정 옮김,비룡소,2014,843 파68ㅂ,대출가능,입실초등학교
3232,단행본,0000020480,부끄럼쟁이 꼬마뱀,정은정 글;김영수 그림,비룡소,2011,813.8 정67ㅂ,대출가능,입실초등학교
3233,단행본,0000020479,별명폭탄 슛!,김해등 글;김선배 그림,비룡소,2014,813.8 김93ㅂ c.2,대출가능,입실초등학교
3234,단행본,0000020478,변신돼지,박주혜 글;이갑규 그림,비룡소,2017,813.8 박76ㅂ,대출가능,입실초등학교
3235,단행본,0000020477,박물관은 지겨워,수지 모건스턴 글;장 클라베리 그림;조현실 옮김,비룡소,2010,843 모14ㅂ,대출가능,입실초등학교
3236,단행본,0000020476,(멜롭스 가족의)보물 찾기 소동,토미 웅거러 글·그림;이현정 옮김,비룡소,2010,853 웅14ㅂ,대출가능,입실초등학교
3237,단행본,0000020475,(멜롭스 가족의)동굴 탐험,토미 웅거러 글·그림;이현정 옮김,비룡소,2010,853 웅14ㄷ,대출가능,입실초등학교
3238,단행본,0000020474,머리에 이가 있대요,베아트리스 루에 글;로지 그림;최윤정 옮김,비룡소,2011,863 루64ㅁ,대출가능,입실초등학교
3239,단행본,0000020473,말의 미소,크리스 도네르 글;필립 뒤마 그림;김경온 옮김,비룡소,2011,863 도194ㅁ,대출가능,입실초등학교
3240,단행본,0000020472,만복이네 떡집,김리리 글;이승현 그림,비룡소,20105,813.8 김298ㅁ c.6,대출가능,입실초등학교
3241,단행본,0000020471,마법의 숲에 간 호호 아줌마,알프 프로이센 글;비에른 베리 그림;홍연미 옮김,비룡소,2011,859.8 프295ㅁ,대출가능,입실초등학교
3242,단행본,0000020470,마법의 빨간 립스틱,공지희 글;최정인 그림,비룡소,2010,813.8 공78ㅁ,대출가능,입실초등학교
3243,단행본,0000020469,마녀 위니의 엉망진창 낚시 소동,로라 오웬 글;코키 폴 그림;노은정 옮김,비룡소,2012,843 오66ㅁ,대출가능,입실초등학교
3244,단행본,0000020468,마녀 위니의 수리 수리 마법책,로라 오웬 글;코키 폴 그림;노은정 옮김,비룡소,2010,843 오66ㅁ,대출가능,입실초등학교
3245,단행본,0000020467,마녀 위니의 빗자루 사건,로라 오웬 글;코키 폴 그림;노은정 옮김,비룡소,2012,843 오66ㅁ,대출가능,입실초등학교
3246,단행본,0000020466,마녀 위니의 박쥐 요리,로라 오웬 글;코키 폴 그림;노은정 옮김,비룡소,2012,843 오66ㅁ,대출가능,입실초등학교
3247,단행본,0000020465,마녀 위니와 이빨 요정,로라 오웬 글;코키 폴 그림;노은정 옮김,비룡소,2010,843 오66ㅁ,대출가능,입실초등학교
3248,단행본,0000020464,마녀 위니와 마법의 다이어트,로라 오웬 글;코키 폴 그림;노은정 옮김,비룡소,2012,843 오66ㅁ,대출가능,입실초등학교
3249,단행본,0000020463,마녀 위니가  줄었어요!,로라 오웬 글;코키 폴 그림,비룡소,2009,843 오66ㅁ c.2,대출가능,입실초등학교
3250,단행본,0000020462,"마녀 위니, 학교에 가다!",로라 오웬 글;코키 폴 그림,비룡소,2009,843 오66ㅁ c.2,대출가능,입실초등학교
3251,단행본,0000020461,"레기, 내 동생",최도영 글;이은지 그림,비룡소,2014,813.8 최25ㄹ c.2,대출가능,입실초등학교
3252,단행본,0000020460,디다와 소풍 요정,김진나 글;김진화 그림,비룡소,2020,813.8 김78ㄷ c.2,대출가능,입실초등학교
3253,단행본,0000020459,뒤집혀 혀집뒤!,이리을 글;서현 그림,비룡소,2016,813.8 이298ㄷ c.2,대출가능,입실초등학교
3254,단행본,0000020458,두근두근 걱정 대장,우미옥 글;노인경 그림,비룡소,2015,813.8 우38ㄷ c.3,대출가능,입실초등학교
3255,단행본,0000020457,두 배로 카메라,성현정 글;이윤희 그림,비룡소,2017,813.8 성94ㄷ c.3,대출가능,입실초등학교
3256,단행본,0000020456,도대체 넌 뭐가 될 거니?,황선미 글;선현경 그림,비룡소,2011,813.8 황54ㄷ,대출가능,입실초등학교
3257,단행본,0000020455,달마시안 선생님,류호선 지음;한지선 그림,비룡소,2008,813.8 류95ㄷ c.2,대출가능,입실초등학교
3258,단행본,0000020454,다락방 명탐정. 3: 사라진 여의주,성완 글;소윤경 그림,비룡소,2015,813.8 성65ㄷ v.3,대출가능,입실초등학교
3259,단행본,0000020453,다락방 명탐정. 2: 구미호 실종 사건,성완 글;소윤경 그림,비룡소,2013,813.8 성65ㄷ v.2,대출가능,입실초등학교
3260,단행본,0000020452,다락방 명탐정,성완 지음;소윤경 그림,비룡소,2013,813.8 성65ㄷ v.1 c.2,대출가능,입실초등학교
3261,단행본,0000020451,놀기 과외,로리 뮈라이유 글;올리비에 마툭 그림;최윤정 옮김,비룡소,1999,863 뮈292ㄴ,대출가능,입실초등학교
3262,단행본,0000020450,"너, 누구 닮았니?",로리 뮈라이유 글;오딜 에렌 그림;최윤정 옮김,비룡소,2011,863 뮈292ㄴ,대출가능,입실초등학교
3263,단행본,0000020449,"너, 그거 이리 내놔!",티에리 르냉 글;베로니크 보아리 그림;최윤정 옮김,비룡소,2022,863 르193ㄴ,대출가능,입실초등학교
3264,단행본,0000020448,내 머리에 햇살 냄새,유은실 글;이현주 그림,비룡소,2012,813.8 유67ㄴ,대출가능,입실초등학교
3265,단행본,0000020447,내 맘대로 선생님 만들기,소중애 글;김이조 그림,비룡소,2013,813.8 소76ㄴ,대출가능,입실초등학교
3266,단행본,0000020446,내 동생은 미운 오리 새끼,류호선 글;한지선 그림,비룡소,2008,813.8 류95ㄴ,대출가능,입실초등학교
3267,단행본,0000020445,내 남자 친구야,베아트리스 루에 글;로지 그림;최윤정 옮김,비룡소,2011,863 루64ㄴ,대출중,입실초등학교
3268,단행본,0000020444,나무 위의 아이들,구드룬 파우제방 글;잉케 쉬타이네게 그림;김경연 옮김,비룡소,1999,853 파66ㄴ,대출가능,입실초등학교
3269,단행본,0000020443,나는 임금님이야,이미현 글;이지선 그림,비룡소,2013,813.8 이38ㄴ c.2,대출가능,입실초등학교
3270,단행본,0000020442,꽝 없는 뽑기 기계,곽유진 글;차상미 그림,비룡소,2020,813.8 곽66ㄲ,대출가능,입실초등학교
3271,단행본,0000020441,꼬마 철학자 우후. 첫 번째 이야기,간자와 도시코 글;이노우에 요스케 그림;권위숙 옮김,비룡소,2011,833.8 간72ㄲ v.1,대출가능,입실초등학교
